StudentRef,Historical_GPA_mean,Historical_GPA_std,Historical_GPA_min,Historical_GPA_max,Historical_CGPA_mean,Historical_CGPA_std,Historical_CGPA_min,Historical_CGPA_max,Historical_CGPA_last,Historical_courses_taken,Historical_credits,Historical_A_pct,Historical_B_pct,Historical_C_pct,Historical_Fail_pct,GPA_Slope,Semesters_completed,Semester_to_predict,Final_CGPA,On_Probation,Gender,Nationality,Offer type,Financial_Aid_Need,Admission Year,International
ANON_001169,3.75,0.0,3.75,3.75,3.75,0.0,3.75,3.75,3.75,4,4.0,50.0,50.0,0.0,0.0,0.9374999999999998,2.0,3.0,3.85,0,M,Country0,Enrolled,No,2024-2025,0
ANON_001628,3.5,0.0,3.5,3.5,3.5,0.0,3.5,3.5,3.5,4,4.0,50.0,50.0,0.0,0.0,0.8749999999999994,2.0,3.0,3.5,0,F,Country0,Enrolled,No,2024-2025,0
ANON_001745,2.5540000000000003,0.1201070950681693,2.39,2.64,2.612,0.0120712172424442,2.6,2.63,2.61,15,14.0,6.666666666666667,46.66666666666666,33.33333333333333,13.333333333333334,0.2459999999999993,2.0,3.0,2.71,0,M,Country0,Enrolled,Yes,2023-2024,0
ANON_000066,2.7840625,0.2642440144895402,2.39,3.17,2.84375,0.1588415725220897,2.68,3.17,2.77,32,30.0,3.125,59.375,34.375,3.125,0.1713765182186232,2.0,3.0,2.8,0,F,Country0,Enrolled,No,2020-2021,0
ANON_000024,3.045185185185185,0.3826765090011543,2.38,3.8,3.291851851851851,0.2257302174147958,3.02,3.8,3.23,27,25.0,7.4074074074074066,59.25925925925925,29.629629629629623,3.7037037037037033,-0.3950000000000007,2.0,3.0,3.42,0,M,Country0,Enrolled,No,2021-2022,0
ANON_001235,2.7777142857142856,0.4561416557211516,2.0,3.5,2.5228571428571427,0.215837240266165,2.0,2.77,2.77,35,33.5,5.714285714285714,54.285714285714285,31.428571428571427,8.571428571428571,0.0367320261437912,2.0,3.0,2.42,0,M,Country0,Enrolled,No,2019-2020,0
ANON_000144,1.9935,1.2072272745045534,0.0,3.33,2.74275,0.3778005680657048,2.16,3.18,2.48,40,38.5,7.5,32.5,25.0,35.0,0.0845454545454545,2.0,3.0,2.39,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_000536,3.719130434782608,0.246796070461539,3.4,4.0,3.6565217391304334,0.0888107638670906,3.5,3.74,3.74,23,22.0,52.17391304347826,47.82608695652174,0.0,0.0,0.297936507936508,2.0,3.0,3.76,0,F,Country0,Enrolled,No,2022-2023,0
ANON_000811,3.2594444444444446,0.2776470934418943,2.83,3.5,3.2694444444444444,0.1336576936991182,3.15,3.5,3.26,18,17.5,16.666666666666664,66.66666666666666,16.666666666666664,0.0,1.6297222222222216,1.0,2.0,3.22,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_001900,3.5,0.0,3.5,3.5,3.5,0.0,3.5,3.5,3.5,4,4.0,50.0,50.0,0.0,0.0,0.8749999999999994,2.0,3.0,3.29,0,F,Country0,Enrolled,Yes,2024-2025,0
ANON_000085,3.65,0.1629062968042105,3.44,3.78,3.696428571428572,0.0466751692934414,3.64,3.75,3.64,14,13.0,57.14285714285714,35.714285714285715,7.142857142857142,0.0,-0.2022222222222223,2.0,3.0,3.68,0,F,Country27,Enrolled,Yes,2023-2024,1
ANON_001254,1.8160975609756096,0.7263638139692137,0.0,3.21,2.0080487804878047,0.1169662240177719,1.8,2.16,2.13,41,39.5,2.4390243902439024,12.195121951219512,48.78048780487805,36.58536585365854,0.7586124401913877,2.0,3.0,2.1,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_001629,3.233571428571429,0.4314841496840544,2.63,3.67,3.0371428571428574,0.2673640149375313,2.63,3.21,3.21,14,13.0,28.57142857142857,50.0,21.428571428571427,0.0,-0.6788888888888887,2.0,3.0,2.94,0,M,Country0,Enrolled,No,2023-2024,0
ANON_001447,2.740714285714286,0.2564390551592893,2.56,3.13,2.8442857142857143,0.1883415181857878,2.71,3.13,2.71,14,13.0,7.142857142857142,57.14285714285714,14.285714285714285,21.428571428571427,0.2811111111111107,2.0,3.0,2.85,0,M,Country0,Enrolled,No,2023-2024,0
ANON_001316,2.13,0.0,2.13,2.13,2.13,0.0,2.13,2.13,2.13,4,4.0,0.0,25.0,50.0,25.0,1.0649999999999995,1.0,2.0,1.0,1,M,Country0,Enrolled,No,2018-2019,0
ANON_000484,2.6142857142857148,0.3220000521947867,2.22,3.11,2.611142857142857,0.1274355991580575,2.38,2.77,2.77,35,33.5,5.714285714285714,40.0,40.0,14.285714285714285,-0.404084967320262,2.0,3.0,2.58,0,F,Country0,Enrolled,No,2019-2020,0
ANON_001954,3.896000000000001,0.080071396712113,3.82,4.0,3.886666666666668,0.0097590007294853,3.88,3.9,3.88,15,14.0,86.66666666666667,13.333333333333334,0.0,0.0,-0.1560000000000007,2.0,3.0,3.85,0,F,Country0,Enrolled,No,2023-2024,0
ANON_002143,3.0955882352941178,0.5907426819022255,2.33,3.67,3.1485294117647062,0.251951562840609,2.84,3.56,3.12,34,32.5,29.411764705882355,41.17647058823529,20.588235294117645,8.823529411764707,0.3064705882352944,2.0,3.0,3.0,0,F,Country8,Enrolled,No,2019-2020,1
ANON_001681,3.2,0.1254404006596242,3.06,3.5,3.2768571428571427,0.0927289354095304,3.21,3.5,3.22,35,32.0,22.857142857142858,65.71428571428571,8.571428571428571,2.857142857142857,0.0460526315789465,2.0,3.0,3.23,0,F,Country1,Enrolled,Yes,2021-2022,1
ANON_001403,3.6325,0.2134796745092409,3.31,3.89,3.7405555555555545,0.0558029412662831,3.64,3.82,3.64,36,33.5,47.22222222222222,50.0,2.7777777777777777,0.0,0.0627777777777771,2.0,3.0,3.84,0,F,Country0,Enrolled,Yes,2018-2019,0
ANON_002208,2.88,0.0,2.88,2.88,2.88,0.0,2.88,2.88,2.88,4,4.0,0.0,75.0,25.0,0.0,1.4399999999999995,1.0,2.0,2.79,0,M,Country0,Enrolled,No,2019-2020,0
ANON_000362,3.125833333333333,0.3714591283815367,2.5,3.5,3.3175000000000003,0.1059634883795602,3.13,3.4,3.4,24,22.5,20.833333333333336,66.66666666666666,4.166666666666666,8.333333333333332,-0.2642857142857152,2.0,3.0,3.29,0,M,Country0,Enrolled,Yes,2022-2023,0
ANON_001979,1.98625,0.1751474534065015,1.72,2.2,2.077916666666667,0.1329262354013345,1.88,2.28,2.06,24,23.0,0.0,25.0,45.83333333333333,29.166666666666668,-0.1178571428571434,2.0,3.0,2.39,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_001413,3.892647058823529,0.1536092804868684,3.61,4.0,3.907941176470589,0.0536418771147334,3.85,4.0,3.86,34,32.0,85.29411764705883,11.76470588235294,2.941176470588235,0.0,-0.1460714285714285,2.0,3.0,3.9,0,M,Country0,Enrolled,Yes,2020-2021,0
ANON_001026,2.0805555555555557,0.2970516496161611,1.63,2.5,2.0108333333333333,0.1573599150264858,1.63,2.2,2.2,36,34.5,0.0,19.444444444444446,52.77777777777778,27.77777777777778,0.2788888888888882,2.0,3.0,2.07,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_001030,1.5607692307692305,0.3291013404829769,1.13,1.93,1.6030769230769228,0.328516478921647,1.13,1.83,1.83,13,12.0,0.0,7.6923076923076925,46.15384615384615,46.15384615384615,-0.0800000000000003,2.0,3.0,1.67,1,M,Country0,Enrolled,Yes,2023-2024,0
ANON_001486,1.7908695652173912,0.4527181849017239,1.22,2.5,1.8665217391304352,0.3307238438177163,1.5,2.26,1.77,23,21.5,0.0,17.391304347826086,39.130434782608695,43.47826086956522,-0.122307692307692,2.0,3.0,2.17,0,M,Country26,Enrolled,Yes,2022-2023,1
ANON_001660,3.1625,0.229579009796476,2.94,3.56,3.15625,0.0873679127249417,3.0,3.27,3.17,24,22.0,20.833333333333336,58.333333333333336,20.833333333333336,0.0,0.1414285714285709,2.0,3.0,3.26,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_001318,3.364583333333333,0.4191293166290936,2.6,3.75,3.5666666666666664,0.123064729050333,3.37,3.75,3.37,24,22.5,25.0,62.5,12.5,0.0,-0.1292857142857158,2.0,3.0,3.57,0,M,Country0,Enrolled,Yes,2022-2023,0
ANON_000665,2.633888888888889,0.6984852090786083,1.5,3.5,2.7941666666666665,0.1640622704080026,2.62,3.08,2.97,36,34.5,13.88888888888889,47.22222222222222,22.22222222222222,16.666666666666664,0.5599380804953559,2.0,3.0,2.86,0,M,Country18,Enrolled,Yes,2018-2019,1
ANON_000364,2.949677419354839,0.5160651371740311,2.0,3.39,3.02483870967742,0.2607153104792267,2.73,3.39,3.39,31,29.5,19.35483870967742,45.16129032258064,25.806451612903224,9.67741935483871,0.056410256410256,2.0,3.0,2.89,0,F,Country0,Enrolled,No,2020-2021,0
ANON_001239,3.7278260869565214,0.1389230173264423,3.5,3.9,3.748695652173913,0.013586205512841,3.73,3.77,3.77,23,22.0,60.86956521739131,34.78260869565217,4.3478260869565215,0.0,0.2209523809523813,2.0,3.0,3.82,0,F,Country0,Enrolled,No,2022-2023,0
ANON_000077,2.48125,0.4479253249975865,1.83,3.0,2.360625,0.2901494331346989,1.83,2.72,1.83,32,30.5,3.125,53.125,21.875,21.875,-0.2453441295546559,2.0,3.0,2.8,0,F,Country0,Enrolled,No,2020-2021,0
ANON_000027,3.1148484848484848,0.4160237464084924,2.38,4.0,3.041515151515151,0.0943106970378099,2.88,3.15,3.13,33,31.5,21.21212121212121,48.48484848484848,27.27272727272727,3.0303030303030303,-0.3175735294117645,2.0,3.0,2.98,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_001766,1.0164285714285712,0.3023397768394702,0.57,1.28,1.252857142857143,0.0973833480812632,1.11,1.34,1.34,14,12.5,0.0,0.0,42.85714285714285,57.14285714285714,0.6249999999999999,2.0,3.0,1.24,1,F,Country0,Enrolled,No,2020-2021,0
ANON_000525,3.25,0.0,3.25,3.25,3.25,0.0,3.25,3.25,3.25,4,4.0,25.0,50.0,25.0,0.0,0.8124999999999998,2.0,3.0,3.21,0,M,Country0,Enrolled,No,2024-2025,0
ANON_000725,3.128823529411765,0.2496968750540636,2.83,3.5,3.0694117647058823,0.0612852539599957,2.98,3.13,3.1,17,16.5,11.76470588235294,76.47058823529412,11.76470588235294,0.0,1.5644117647058822,1.0,2.0,3.07,0,F,Country0,Enrolled,No,2018-2019,0
ANON_000055,2.442777777777778,0.2753865969465067,2.1,3.0,2.435277777777778,0.0748898662269606,2.25,2.5,2.48,36,34.5,2.7777777777777777,44.44444444444444,27.77777777777778,25.0,-0.2165325077399379,2.0,3.0,2.47,0,M,Country0,Enrolled,No,2019-2020,0
ANON_000638,2.938,0.1237624452616497,2.83,3.13,2.9433333333333342,0.1165986196112033,2.87,3.13,2.88,15,13.5,13.333333333333334,53.333333333333336,33.33333333333333,0.0,0.1619999999999991,2.0,3.0,2.88,0,F,Country2,Enrolled,Yes,2023-2024,1
ANON_000302,3.0160000000000005,0.227628506215951,2.88,3.4,3.0055,0.0733036223704639,2.88,3.08,3.08,20,18.0,5.0,60.0,30.0,5.0,1.508000000000001,1.0,2.0,3.1,0,F,Country0,Enrolled,No,2019-2020,0
ANON_000718,3.61625,0.1316336558591256,3.44,3.78,3.581875,0.0658658215739612,3.44,3.65,3.59,32,30.5,40.625,59.375,0.0,0.0,-0.0140890688259106,2.0,3.0,3.59,0,M,Country0,Enrolled,Yes,2020-2021,0
ANON_001488,2.9257142857142853,0.2411892802501036,2.55,3.25,3.003714285714286,0.1548829864633243,2.79,3.25,2.84,35,32.0,5.714285714285714,62.85714285714285,28.57142857142857,2.857142857142857,0.0185855263157887,2.0,3.0,2.79,0,F,Country0,Enrolled,No,2021-2022,0
ANON_000624,3.708571428571429,0.1155493329779464,3.61,3.88,3.830000000000001,0.0372104203767624,3.79,3.88,3.79,14,13.0,57.14285714285714,42.85714285714285,0.0,0.0,0.1533333333333335,2.0,3.0,3.94,0,M,Country0,Enrolled,Yes,2023-2024,0
ANON_000007,3.3704347826086947,0.2861575894641013,2.88,3.7,3.25,0.1961214836871177,2.88,3.44,2.88,23,22.0,17.391304347826086,73.91304347826086,8.695652173913043,0.0,0.0609523809523817,2.0,3.0,3.43,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_001280,3.25,0.0,3.25,3.25,3.25,0.0,3.25,3.25,3.25,4,4.0,0.0,100.0,0.0,0.0,1.6249999999999996,1.0,2.0,2.89,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_000803,3.39,4.965068306494546e-16,3.39,3.39,3.3199999999999994,4.965068306494546e-16,3.32,3.32,3.32,5,4.5,20.0,80.0,0.0,0.0,1.695,1.0,2.0,3.25,0,F,Country0,Enrolled,Yes,2021-2022,0
ANON_001049,2.843529411764706,0.2116878945662277,2.5,3.06,2.7088235294117644,0.148823820041567,2.5,2.87,2.83,17,16.5,5.88235294117647,47.05882352941176,47.05882352941176,0.0,1.4217647058823528,1.0,2.0,2.96,0,M,Country0,Enrolled,No,2018-2019,0
ANON_000336,3.5,0.0,3.5,3.5,3.5,0.0,3.5,3.5,3.5,4,4.0,25.0,75.0,0.0,0.0,1.749999999999999,1.0,2.0,3.76,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_000047,3.191,0.2824684425783376,2.94,3.6,3.2225,0.0805817662541072,3.13,3.33,3.16,20,18.0,25.0,55.00000000000001,20.0,0.0,1.5955000000000006,1.0,2.0,3.26,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_001820,3.631612903225807,0.250121260914162,3.38,4.0,3.67258064516129,0.0842602216127904,3.5,3.76,3.5,31,29.5,45.16129032258064,54.83870967741935,0.0,0.0,-0.3058974358974362,2.0,3.0,3.63,0,M,Country0,Enrolled,Yes,2020-2021,0
ANON_000106,1.9772093023255808,0.9214541447428556,0.0,3.0,2.061395348837209,0.4014532018942993,1.4,2.7,1.72,43,41.5,4.651162790697675,27.906976744186046,32.55813953488372,34.88372093023256,-0.5631304347826086,2.0,3.0,2.65,0,M,Country18,Enrolled,Yes,2018-2019,1
ANON_000349,2.63,0.0,2.63,2.63,2.63,0.0,2.63,2.63,2.63,4,4.0,0.0,25.0,75.0,0.0,0.6574999999999998,2.0,3.0,2.85,0,M,Country0,Enrolled,No,2024-2025,0
ANON_001079,3.131470588235294,0.2603858716194821,2.63,3.75,3.0029411764705887,0.1457172316044083,2.63,3.14,3.14,34,31.5,5.88235294117647,70.58823529411765,20.588235294117645,2.941176470588235,0.1429411764705888,2.0,3.0,3.07,0,F,Country0,Enrolled,No,2019-2020,0
ANON_000238,3.1567741935483866,0.2052541042508723,2.88,3.39,3.243548387096774,0.07396162911027,3.16,3.36,3.33,31,29.5,16.129032258064516,58.06451612903226,25.806451612903224,0.0,-0.0572222222222232,2.0,3.0,3.21,0,F,Country0,Enrolled,No,2020-2021,0
ANON_000213,3.555555555555556,0.0921777197924954,3.5,3.7,3.441111111111111,0.0622980397094001,3.36,3.5,3.4,18,17.5,38.88888888888889,55.55555555555556,5.555555555555555,0.0,1.7777777777777766,1.0,2.0,3.39,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_001144,2.819473684210527,0.2559182526643686,2.44,3.13,3.0431578947368423,0.0806950798155174,2.95,3.13,3.12,19,17.0,5.263157894736842,57.89473684210527,26.31578947368421,10.526315789473683,1.4097368421052632,1.0,2.0,2.92,0,F,Country3,Enrolled,Yes,2018-2019,1
ANON_001574,1.8132432432432437,0.4850031732659881,1.22,2.67,2.226216216216217,0.2239091004967982,2.03,2.67,2.67,37,35.5,0.0,21.62162162162162,37.83783783783784,40.54054054054054,-0.0342647058823524,2.0,3.0,2.12,0,M,Country0,Enrolled,No,2020-2021,0
ANON_001394,1.8247058823529407,0.3972737980137065,1.5,2.5,1.9188235294117648,0.2383244205107078,1.63,2.23,2.07,17,16.5,0.0,11.76470588235294,35.294117647058826,52.94117647058824,-0.8830769230769238,2.0,3.0,1.68,1,M,Country0,Enrolled,No,2022-2023,0
ANON_000793,2.0290909090909093,0.3317760158229113,1.63,2.5,2.3363636363636364,0.1262478836992056,2.21,2.5,2.24,22,21.0,0.0,31.818181818181817,27.27272727272727,40.909090909090914,0.4309401709401709,2.0,3.0,3.13,0,M,Country0,Enrolled,Yes,2022-2023,0
ANON_001096,3.5405714285714285,0.2834653506903741,3.17,3.89,3.3625714285714285,0.1304819766040022,3.2,3.53,3.53,35,33.5,42.85714285714285,45.71428571428572,11.428571428571429,0.0,0.1841830065359471,2.0,3.0,3.18,0,M,Country0,Enrolled,No,2018-2019,0
ANON_001691,2.161842105263158,0.4153530264216336,1.22,2.75,2.248947368421052,0.0973094666010708,2.07,2.36,2.36,38,35.5,0.0,21.052631578947366,57.89473684210527,21.052631578947366,-0.4208333333333338,2.0,3.0,2.37,0,M,Country0,Enrolled,No,2019-2020,0
ANON_001376,3.554285714285714,0.4266096556799056,2.72,4.0,3.6965714285714286,0.1830934004198702,3.51,4.0,3.57,35,33.5,60.0,25.71428571428571,14.285714285714285,0.0,-0.5120915032679725,2.0,3.0,3.87,0,F,Country3,Enrolled,No,2019-2020,1
ANON_001946,2.75,0.0,2.75,2.75,2.75,0.0,2.75,2.75,2.75,4,4.0,0.0,50.0,50.0,0.0,0.6874999999999998,2.0,3.0,3.0,0,M,Country0,Enrolled,Yes,2024-2025,0
ANON_000345,3.13,0.0,3.13,3.13,3.13,0.0,3.13,3.13,3.13,4,4.0,0.0,75.0,25.0,0.0,0.7824999999999998,2.0,3.0,3.18,0,M,Country0,Enrolled,No,2024-2025,0
ANON_000523,2.090263157894737,0.9104008230477246,0.88,3.39,2.6978947368421053,0.4195309987241341,2.33,3.38,2.4,38,36.5,10.526315789473683,31.57894736842105,18.421052631578945,39.47368421052632,0.4720869565217395,2.0,3.0,2.61,0,M,Country0,Enrolled,No,2019-2020,0
ANON_000232,3.21304347826087,0.3436493294916767,2.7,3.6,3.185652173913044,0.0925313748734362,3.0,3.25,3.25,23,22.0,8.695652173913043,69.56521739130434,21.73913043478261,0.0,0.2587301587301594,2.0,3.0,3.32,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_000644,2.9779166666666668,0.243738619206628,2.56,3.22,2.8966666666666665,0.1214644935296145,2.71,3.03,3.03,24,22.5,8.333333333333332,66.66666666666666,20.833333333333336,4.166666666666666,0.1507142857142855,2.0,3.0,2.96,0,M,Country0,Enrolled,No,2022-2023,0
ANON_002099,2.751428571428572,0.4989232102717804,1.88,3.22,2.4371428571428573,0.3364658135642892,1.88,2.74,2.74,35,32.5,8.571428571428571,45.71428571428572,40.0,5.714285714285714,0.0073529411764706,2.0,3.0,2.56,0,M,Country0,Enrolled,No,2018-2019,0
ANON_000533,3.13,0.0,3.13,3.13,3.13,0.0,3.13,3.13,3.13,4,4.0,25.0,25.0,50.0,0.0,0.7824999999999998,2.0,3.0,3.03,0,M,Country0,Enrolled,No,2024-2025,0
ANON_001854,1.7509302325581395,0.7626951395996912,0.0,2.75,2.186976744186046,0.2508892269671914,1.82,2.75,2.41,43,41.5,2.3255813953488373,20.930232558139537,20.930232558139537,55.81395348837209,-0.0577412280701755,2.0,3.0,2.09,0,F,Country0,Enrolled,No,2018-2019,0
ANON_000603,2.633571428571429,0.4922727065178584,2.28,3.38,2.9371428571428573,0.2970736394444098,2.69,3.38,3.38,14,13.0,7.142857142857142,42.85714285714285,28.57142857142857,21.428571428571427,0.3788888888888886,2.0,3.0,2.67,0,F,Country0,Enrolled,No,2023-2024,0
ANON_001476,3.116666666666667,0.2024845673131659,2.75,3.25,3.16,0.2331119397855636,2.75,3.33,3.33,18,17.5,16.666666666666664,55.55555555555556,27.77777777777778,0.0,1.5583333333333325,1.0,2.0,3.31,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_001074,2.963157894736842,0.3938563278881574,2.6,3.56,3.018421052631579,0.1288954424629485,2.87,3.21,2.99,19,18.5,15.789473684210526,42.10526315789473,36.84210526315789,5.263157894736842,1.4815789473684209,1.0,2.0,2.87,0,M,Country0,Withdrawn,No,2018-2019,0
ANON_001599,2.75,0.0,2.75,2.75,2.75,0.0,2.75,2.75,2.75,4,4.0,0.0,25.0,75.0,0.0,0.6874999999999998,2.0,3.0,2.71,0,M,Country0,Failed,Yes,2024-2025,0
ANON_000060,3.6052173913043473,0.1076555772831026,3.5,3.78,3.626086956521738,0.0290358916507237,3.57,3.65,3.62,23,22.0,34.78260869565217,65.21739130434783,0.0,0.0,0.0815873015873021,2.0,3.0,3.67,0,M,Country21,Enrolled,Yes,2022-2023,1
ANON_001544,3.401428571428572,0.3422292785851016,2.88,3.61,3.226428571428572,0.2294343258758591,2.88,3.4,3.4,14,13.0,28.57142857142857,64.28571428571429,7.142857142857142,0.0,-0.3244444444444444,2.0,3.0,3.18,0,F,Country0,Enrolled,Yes,2023-2024,0
ANON_000092,3.1895454545454545,0.2483944112692223,2.88,3.5,3.0540909090909096,0.1440455976388525,2.88,3.22,3.22,22,21.0,4.545454545454546,81.81818181818183,13.636363636363637,0.0,0.0011111111111104,2.0,3.0,3.14,0,M,Country3,Enrolled,No,2022-2023,1
ANON_000666,2.943548387096774,0.4575918733769704,2.44,3.75,2.672903225806452,0.1644220899268525,2.5,2.98,2.98,31,29.5,16.129032258064516,48.38709677419355,32.25806451612903,3.225806451612903,-0.1094537815126048,2.0,3.0,2.78,0,M,Country0,Enrolled,No,2021-2022,0
ANON_001362,3.3708333333333327,0.187225990259289,3.1,3.67,3.4208333333333334,0.0590096844352082,3.33,3.5,3.4,36,33.0,36.11111111111111,50.0,13.88888888888889,0.0,-0.295714285714285,2.0,3.0,3.36,0,M,Country0,Enrolled,No,2020-2021,0
ANON_001990,2.2625,0.6241951339263959,1.11,2.72,2.264583333333333,0.1594004846063951,2.02,2.5,2.02,24,22.0,0.0,29.166666666666668,50.0,20.833333333333336,-0.7414285714285721,2.0,3.0,2.27,0,M,Country0,Failed,No,2022-2023,0
ANON_000280,2.25,0.0,2.25,2.25,2.25,0.0,2.25,2.25,2.25,4,4.0,0.0,50.0,25.0,25.0,0.5624999999999998,2.0,3.0,3.27,0,M,Country0,Enrolled,No,2024-2025,0
ANON_001366,1.6215384615384612,0.5263054587380183,1.28,2.38,2.1,0.1989974874213239,1.92,2.38,2.38,13,12.0,0.0,15.384615384615383,30.76923076923077,53.84615384615385,0.5549999999999999,2.0,3.0,2.15,0,M,Country0,Enrolled,No,2023-2024,0
ANON_000359,1.7353333333333332,0.6648396935967483,0.0,2.5,2.0837777777777773,0.1888275895780555,1.76,2.35,1.82,45,42.5,0.0,11.11111111111111,40.0,48.888888888888886,0.1341071428571428,2.0,3.0,2.5,0,M,Country0,Enrolled,No,2018-2019,0
ANON_001383,2.345853658536585,0.4552031173539791,1.5,3.0,2.6065853658536584,0.1494926378805585,2.4,2.88,2.5,41,38.0,12.195121951219512,26.82926829268293,41.46341463414634,19.51219512195122,-0.346363636363637,2.0,3.0,2.55,0,M,Country0,Enrolled,No,2019-2020,0
ANON_001552,3.13,0.0,3.13,3.13,3.13,0.0,3.13,3.13,3.13,4,4.0,25.0,50.0,25.0,0.0,0.7824999999999998,2.0,3.0,2.97,0,M,Country26,Enrolled,Yes,2024-2025,1
ANON_000847,2.8513888888888888,0.2689572751814234,2.5,3.2,2.8425,0.0544780427590523,2.74,2.9,2.85,36,33.5,5.555555555555555,50.0,41.66666666666667,2.7777777777777777,-0.1977500000000003,2.0,3.0,2.9,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_001206,3.8157142857142863,0.1218898800440089,3.63,3.89,3.715714285714287,0.058928155176685,3.63,3.77,3.77,14,13.0,64.28571428571429,35.714285714285715,0.0,0.0,-0.115555555555556,2.0,3.0,3.65,0,M,Country9,Enrolled,Yes,2023-2024,1
ANON_002063,3.79,0.1929064623744017,3.44,4.0,3.8440625,0.0637970256663347,3.78,3.94,3.78,32,30.0,71.875,25.0,3.125,0.0,0.0564705882352937,2.0,3.0,3.77,0,F,Country0,Enrolled,No,2021-2022,0
ANON_000110,3.2931578947368423,0.1740387131767255,3.11,3.5,3.301052631578948,0.1039708686145684,3.13,3.4,3.4,19,18.5,36.84210526315789,36.84210526315789,26.31578947368421,0.0,1.6465789473684207,1.0,2.0,3.42,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_000042,1.833571428571428,1.4184043426050554,0.0,2.88,2.547857142857143,0.4394083184575257,1.98,2.88,2.85,14,13.0,7.142857142857142,21.428571428571427,28.57142857142857,42.85714285714285,1.55,2.0,3.0,2.92,0,M,Country17,Enrolled,No,2019-2020,1
ANON_000125,3.491304347826086,0.3056632780130641,2.88,3.8,3.29,0.2204128357918799,2.88,3.49,2.88,23,22.0,34.78260869565217,52.17391304347826,13.043478260869565,0.0,-0.3392063492063484,2.0,3.0,3.37,0,F,Country0,Enrolled,No,2022-2023,0
ANON_000204,3.3195833333333327,0.1530694405268028,3.11,3.56,3.3487500000000003,0.0323449478616663,3.31,3.39,3.35,24,22.0,16.666666666666664,70.83333333333334,12.5,0.0,-0.1721428571428574,2.0,3.0,3.35,0,F,Country12,Enrolled,Yes,2022-2023,1
ANON_000052,3.38,0.0,3.38,3.38,3.38,0.0,3.38,3.38,3.38,4,4.0,0.0,100.0,0.0,0.0,0.8449999999999996,2.0,3.0,3.24,0,M,Country0,Enrolled,No,2024-2025,0
ANON_000545,1.39,0.0,1.39,1.39,1.39,0.0,1.39,1.39,1.39,5,4.5,0.0,20.0,40.0,40.0,0.3475,2.0,3.0,1.39,1,M,Country26,Enrolled,Yes,2020-2021,1
ANON_000068,3.88,0.0,3.88,3.88,3.88,0.0,3.88,3.88,3.88,4,4.0,75.0,25.0,0.0,0.0,0.97,2.0,3.0,3.82,0,M,Country0,Enrolled,No,2024-2025,0
ANON_001553,2.889117647058823,0.3212604687322321,2.38,3.5,2.8082352941176474,0.0560557400210256,2.75,2.93,2.93,34,32.5,5.88235294117647,52.94117647058824,38.23529411764706,2.941176470588235,-0.1161805555555547,2.0,3.0,2.75,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_001903,2.5,0.0,2.5,2.5,2.5,0.0,2.5,2.5,2.5,4,4.0,0.0,50.0,50.0,0.0,0.6249999999999998,2.0,3.0,2.18,0,M,Country0,Enrolled,No,2024-2025,0
ANON_002098,3.465238095238095,0.4187913447961772,2.88,4.0,3.078095238095238,0.2890954694840278,2.68,3.39,2.68,21,19.0,42.85714285714285,42.85714285714285,14.285714285714285,0.0,1.7326190476190466,1.0,2.0,3.36,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_000183,3.0375,0.3308834703755114,2.61,3.5,2.9490625,0.2098595440426917,2.61,3.13,3.05,32,30.0,25.0,34.375,37.5,3.125,-0.1829959514170038,2.0,3.0,3.12,0,F,Country0,Enrolled,Yes,2020-2021,0
ANON_000137,3.2275000000000005,0.2674809388191594,2.9,3.5,3.344,0.1452185286133679,3.2,3.5,3.5,20,18.0,15.0,65.0,20.0,0.0,1.6137500000000005,1.0,2.0,3.18,0,M,Country0,Enrolled,No,2019-2020,0
ANON_000899,3.196428571428572,0.1938122462931246,3.0,3.44,3.0535714285714293,0.0596924351420412,3.0,3.13,3.13,14,13.0,35.714285714285715,42.85714285714285,14.285714285714285,7.142857142857142,0.1344444444444446,2.0,3.0,2.97,0,M,Country0,Enrolled,No,2023-2024,0
ANON_000796,3.5771999999999995,0.1213987918665859,3.41,3.72,3.6128,0.047215816559002,3.55,3.67,3.63,25,23.0,32.0,68.0,0.0,0.0,-0.0130000000000007,2.0,3.0,3.6,0,F,Country2,Enrolled,Yes,2022-2023,1
